nodeCount,screenWidth,screenHeight,screenArea,isModalLike,modalConfidence,hasExitControl,hasDestructiveAction,hasUndoOption,hasConfirmationDialog,interactiveElementCount,textElementCount,errorElementCount,buttonCount,inputCount,controlDensity,textDensity,averageSpacing,spacingDeviation,maxSpacingGap,alignmentDeviation,misalignedElementCount,cornerRadiusDeviation,buttonHeightDeviation,buttonWidthDeviation,buttonAspectRatioDeviation,colorCount,actionColorCount,sameActionColorDeviation,differentActionSameColorScore,colorPatternDeviation,errorContrastRatio,errorVisibilityScore,backgroundContrastAverage,destructiveActionCount,confirmationControlCount,layoutGroupSize,overlayPresent,module_layout,module_color,module_error,module_normal,designId,category,screenType,theme,issueLabel,severity,suggestionCategory
34.0,1920.0,1080.0,2073600.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,22.0,0.0,6.0,0.0,0.043402777777777776,0.10609567901234568,15.32,3.673908001025611,14.0,992.0,12.0,10.0,24.0,127.0,11.395833333333332,4.0,6.0,274.14229881577927,10.0,10.0,14.916818181818183,0.0,14.916818181818183,1.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,color_05405,color,dashboard,Dark,weak_error_visibility,medium,improve_error_state_visibility
11.0,1920.0,1080.0,2073600.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,3.0,2.0,0.024112654320987654,0.024112654320987654,19.3,5.9,19.0,836.0,2.0,10.0,26.0,22.0,9.22,4.0,3.0,0.0,1.0,1.0,14.710000000000003,0.0,14.710000000000003,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,color_05406,color,login,Purple,color_inconsistency,medium,standardize_action_color
8.0,1366.0,768.0,1049088.0,1.0,0.75,1.0,1.0,1.0,0.0,5.0,2.0,0.0,4.0,0.0,0.047660444119082476,0.01906417764763299,20.0,5.291502622129181,14.0,830.0,1.0,12.0,246.0,267.0,11.62962962962963,4.0,3.0,276.1539425755135,0.0,1.0829566375510333,14.74,0.0,14.74,2.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_05407,color,reset_confirmation,Orange,weak_error_visibility,medium,improve_error_state_visibility
8.0,430.0,932.0,400760.0,1.0,0.75,1.0,1.0,0.0,0.0,6.0,2.0,0.0,4.0,0.0,0.1497155404731011,0.04990518015770037,28.0,14.172407800269609,45.0,319.0,2.0,10.0,36.0,201.0,10.645833333333334,5.0,3.0,316.26729201736936,0.0,1.2402638902641936,8.415,0.0,8.415,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_05408,color,delete_confirmation,Dark,color_inconsistency,medium,standardize_action_color
11.0,1920.0,1080.0,2073600.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,2.0,2.0,0.019290123456790122,0.024112654320987654,20.7,7.184010022264724,22.0,828.0,3.0,0.0,0.0,8.0,0.15999999999999925,4.0,2.0,0.0,1.0,1.0,15.64,0.0,15.64,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,color_05409,color,login,Green,same_color_different_actions,medium,differentiate_action_colors
15.0,1024.0,1366.0,1398784.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,2.0,4.0,0.04289439970717423,0.050043466325036604,20.071428571428573,6.463792404223542,19.0,48.0,4.0,0.0,0.0,7.0,0.13999999999999968,4.0,2.0,0.0,1.0,1.0,14.709999999999999,0.0,14.709999999999999,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,color_05410,color,contact_form,Purple,same_color_different_actions,medium,differentiate_action_colors
8.0,1920.0,1080.0,2073600.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,3.0,0.0,0.024112654320987654,0.009645061728395061,38.57142857142857,40.73207631359254,122.0,1091.0,1.0,10.0,24.0,148.0,9.75,4.0,2.0,180.34966038226963,0.0,0.7072535701265475,16.67,0.0,16.67,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,color_05411,color,reset_confirmation,Green,weak_error_visibility,medium,improve_error_state_visibility
8.0,1920.0,1080.0,2073600.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,3.0,0.0,0.024112654320987654,0.009645061728395061,31.571428571428573,25.05911378467861,78.0,1118.0,1.0,10.0,24.0,183.0,11.104166666666668,4.0,2.0,0.0,1.0,1.0,10.280000000000001,0.0,10.280000000000001,4.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,color_05412,color,delete_confirmation,Purple,same_color_different_actions,medium,differentiate_action_colors
8.0,1920.0,1080.0,2073600.0,1.0,0.75,1.0,1.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,0.019290123456790122,0.009645061728395061,37.42857142857143,44.16481192357665,134.0,1121.0,1.0,2.0,222.0,284.0,2.2546296296296298,4.0,2.0,276.1539425755135,0.0,1.0829566375510333,14.74,0.0,14.74,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,color_05413,color,reset_confirmation,Orange,same_color_different_actions,medium,differentiate_action_colors
15.0,768.0,1024.0,786432.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,2.0,4.0,0.0762939453125,0.08900960286458334,19.466666666666665,6.042810236599819,20.0,32.0,1.0,0.0,0.0,2.0,0.040000000000000036,4.0,2.0,0.0,1.0,1.0,17.01,0.0,17.01,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,color_05414,color,contact_form,Dark,color_inconsistency,medium,standardize_action_color
15.0,412.0,915.0,376980.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,2.0,4.0,0.15915963711602737,0.18568624330203193,19.133333333333333,5.071050734863097,15.0,40.0,4.0,0.0,0.0,25.0,0.5,4.0,2.0,0.0,1.0,1.0,15.02,0.0,15.02,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,color_05415,color,contact_form,Light Blue,color_inconsistency,medium,standardize_action_color
18.0,412.0,915.0,376980.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,9.0,0.0,2.0,4.0,0.15915963711602737,0.23873945567404106,18.8,6.068497892120147,19.0,56.0,5.0,0.0,0.0,19.0,0.3799999999999999,4.0,2.0,0.0,1.0,1.0,16.67,0.0,16.67,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,color_05416,color,settings,Green,weak_error_visibility,medium,improve_error_state_visibility
8.0,1920.0,1080.0,2073600.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,3.0,0.0,0.024112654320987654,0.009645061728395061,38.142857142857146,44.761043558078086,137.0,1109.0,1.0,10.0,24.0,154.0,9.875,5.0,2.0,187.13364208500832,0.0,0.7338574199412091,16.1,0.0,16.1,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,color_05417,color,reset_confirmation,Light Blue,color_inconsistency,medium,standardize_action_color
8.0,1024.0,1366.0,1398784.0,1.0,0.75,1.0,1.0,0.0,0.0,6.0,2.0,0.0,5.0,0.0,0.04289439970717423,0.014298133235724745,54.42857142857143,84.52025478775933,251.0,658.0,1.0,12.0,256.0,299.0,12.940476190476192,5.0,3.0,381.051177665153,0.0,1.4943183437849137,8.96,0.0,8.96,4.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,color_05418,color,delete_confirmation,Purple,color_inconsistency,medium,standardize_action_color
8.0,1920.0,1080.0,2073600.0,1.0,0.75,1.0,1.0,1.0,0.0,5.0,2.0,0.0,4.0,0.0,0.024112654320987654,0.009645061728395061,32.57142857142857,30.29312577776937,95.0,1079.0,2.0,12.0,246.0,303.0,11.62962962962963,4.0,3.0,372.3909236273086,0.0,1.4603565632443476,14.74,0.0,14.74,2.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_05419,color,reset_confirmation,Orange,weak_error_visibility,medium,improve_error_state_visibility
8.0,768.0,1024.0,786432.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,0.06357828776041667,0.025431315104166668,33.714285714285715,34.31248954499673,105.0,537.0,1.0,12.0,246.0,278.0,11.62962962962963,4.0,3.0,389.7114317029974,0.0,1.52828012432548,16.67,0.0,16.67,3.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_05420,color,reset_confirmation,Green,weak_error_visibility,medium,improve_error_state_visibility
15.0,412.0,915.0,376980.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,2.0,4.0,0.15915963711602737,0.18568624330203193,18.733333333333334,6.381918903346303,18.0,80.0,4.0,0.0,0.0,25.0,0.5,4.0,2.0,0.0,1.0,1.0,15.64,0.0,15.64,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,color_05421,color,contact_form,Green,color_inconsistency,medium,standardize_action_color
8.0,390.0,844.0,329160.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,0.1519018106695832,0.06076072426783328,21.714285714285715,5.202040416009464,16.0,340.0,3.0,12.0,232.0,259.0,4.857142857142858,4.0,3.0,364.31167974688924,0.0,1.4286732539093696,13.94,0.0,13.94,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_05422,color,delete_confirmation,Dark,same_color_different_actions,medium,differentiate_action_colors
8.0,430.0,932.0,400760.0,1.0,0.75,1.0,1.0,1.0,0.0,5.0,2.0,0.0,4.0,0.0,0.12476295039425092,0.04990518015770037,27.285714285714285,21.35893446856966,68.0,348.0,2.0,12.0,246.0,291.0,11.62962962962963,4.0,3.0,389.7114317029974,0.0,1.52828012432548,16.67,0.0,16.67,2.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_05423,color,reset_confirmation,Green,same_color_different_actions,medium,differentiate_action_colors
8.0,768.0,1024.0,786432.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,3.0,0.0,0.06357828776041667,0.025431315104166668,30.714285714285715,21.492286228945925,68.0,537.0,1.0,10.0,24.0,132.0,9.416666666666668,4.0,3.0,180.34966038226963,1.0,1.0,16.67,0.0,16.67,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,color_05424,color,reset_confirmation,Green,weak_error_visibility,medium,improve_error_state_visibility
18.0,1024.0,1366.0,1398784.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,9.0,0.0,2.0,4.0,0.04289439970717423,0.06434159956076135,17.88235294117647,8.180912885499907,30.0,93.0,2.0,0.0,0.0,36.0,0.7199999999999998,4.0,2.0,0.0,1.0,1.0,16.67,0.0,16.67,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,color_05425,color,settings,Green,color_inconsistency,medium,standardize_action_color
8.0,1920.0,1080.0,2073600.0,1.0,0.75,1.0,1.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,0.019290123456790122,0.009645061728395061,36.57142857142857,41.36892257603576,127.0,1113.0,1.0,2.0,232.0,301.0,2.3779761904761902,4.0,2.0,276.1539425755135,0.0,1.0829566375510333,14.74,0.0,14.74,4.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,color_05426,color,delete_confirmation,Orange,same_color_different_actions,medium,differentiate_action_colors
8.0,1024.0,1366.0,1398784.0,1.0,0.75,1.0,1.0,0.0,0.0,6.0,2.0,0.0,4.0,0.0,0.04289439970717423,0.014298133235724745,55.285714285714285,84.4845113204854,249.0,638.0,1.0,10.0,36.0,198.0,10.583333333333334,4.0,2.0,244.34811233156682,0.0,0.9582278914963405,8.47,0.0,8.47,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_05427,color,delete_confirmation,Orange,color_inconsistency,medium,standardize_action_color
8.0,1366.0,768.0,1049088.0,1.0,0.75,1.0,1.0,0.0,0.0,6.0,2.0,0.0,5.0,0.0,0.05719253294289898,0.01906417764763299,20.0,5.656854249492381,12.0,808.0,1.0,12.0,256.0,304.0,12.940476190476192,5.0,3.0,384.51527928029077,0.0,1.5079030560011402,9.16,0.0,9.16,4.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,color_05428,color,delete_confirmation,Light Blue,color_inconsistency,medium,standardize_action_color
15.0,412.0,915.0,376980.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,2.0,4.0,0.15915963711602737,0.18568624330203193,20.714285714285715,4.333071682315172,13.0,80.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,14.709999999999999,0.0,14.709999999999999,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,color_05429,color,contact_form,Purple,weak_error_visibility,medium,improve_error_state_visibility
8.0,768.0,1024.0,786432.0,1.0,0.75,1.0,1.0,0.0,0.0,6.0,2.0,0.0,5.0,0.0,0.0762939453125,0.025431315104166668,31.285714285714285,25.75552249082729,83.0,552.0,3.0,12.0,256.0,297.0,12.940476190476192,4.0,5.0,384.51527928029077,2.0,2.0,16.1,0.0,16.1,4.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,color_05430,color,delete_confirmation,Light Blue,weak_error_visibility,medium,improve_error_state_visibility
15.0,1024.0,1366.0,1398784.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,8.0,0.0,4.0,4.0,0.06434159956076135,0.05719253294289898,18.071428571428573,5.637429577821612,16.0,404.0,2.0,10.0,26.0,28.0,10.526666666666667,3.0,3.0,0.0,5.0,5.0,15.02,0.0,15.02,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,color_05431,color,register,Light Blue,same_color_different_actions,medium,differentiate_action_colors
8.0,1024.0,1366.0,1398784.0,1.0,0.75,1.0,1.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,0.02859626647144949,0.014298133235724745,55.857142857142854,85.4591440755315,250.0,633.0,1.0,2.0,232.0,310.0,2.0654761904761907,4.0,3.0,287.60041724587256,1.0,1.1278447735132258,16.1,0.0,16.1,4.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,color_05432,color,delete_confirmation,Light Blue,weak_error_visibility,medium,improve_error_state_visibility
8.0,412.0,915.0,376980.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,0.13263303093002282,0.05305321237200913,28.0,17.54178684496781,59.0,346.0,2.0,12.0,246.0,282.0,11.62962962962963,4.0,3.0,389.7114317029974,0.0,1.52828012432548,16.67,0.0,16.67,3.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_05433,color,reset_confirmation,Green,same_color_different_actions,medium,differentiate_action_colors
8.0,1920.0,1080.0,2073600.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,3.0,0.0,0.024112654320987654,0.009645061728395061,35.57142857142857,41.33437567261538,126.0,1131.0,1.0,10.0,24.0,167.0,10.145833333333334,5.0,2.0,316.26729201736936,0.0,1.2402638902641936,8.415,0.0,8.415,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,color_05434,color,reset_confirmation,Dark,color_inconsistency,medium,standardize_action_color
8.0,430.0,932.0,400760.0,1.0,0.75,1.0,1.0,1.0,0.0,5.0,2.0,0.0,4.0,0.0,0.12476295039425092,0.04990518015770037,27.285714285714285,12.980361933257766,42.0,354.0,1.0,12.0,246.0,288.0,11.62962962962963,5.0,4.0,239.15267090291925,0.0,0.937853611383997,15.72,0.0,15.72,2.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_05435,color,reset_confirmation,Purple,color_inconsistency,medium,standardize_action_color
15.0,390.0,844.0,329160.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,2.0,4.0,0.18228217280349984,0.21266253493741646,19.785714285714285,5.453420570464683,17.0,64.0,2.0,0.0,0.0,27.0,0.5399999999999991,4.0,2.0,0.0,1.0,1.0,14.709999999999999,0.0,14.709999999999999,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,color_05436,color,contact_form,Purple,color_inconsistency,medium,standardize_action_color
34.0,1024.0,1366.0,1398784.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,22.0,0.0,6.0,0.0,0.06434159956076135,0.15727946559297218,16.166666666666668,4.904646323187388,20.0,736.0,10.0,10.0,24.0,128.0,11.416666666666668,4.0,6.0,241.4415043028021,10.0,10.0,15.756363636363638,0.0,15.756363636363638,1.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,color_05437,color,dashboard,Light Blue,color_inconsistency,medium,standardize_action_color
34.0,412.0,915.0,376980.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,22.0,0.0,6.0,0.0,0.23873945567404106,0.5835853360921004,14.363636363636363,4.810456929208346,23.0,172.0,25.0,10.0,24.0,160.0,12.083333333333332,4.0,6.0,241.4415043028021,10.0,10.0,15.756363636363638,0.0,15.756363636363638,1.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,color_05438,color,dashboard,Light Blue,same_color_different_actions,medium,differentiate_action_colors
18.0,430.0,932.0,400760.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,9.0,0.0,2.0,4.0,0.1497155404731011,0.22457331070965167,18.0,5.5256975426938935,19.0,48.0,6.0,0.0,0.0,26.0,0.5200000000000005,4.0,2.0,0.0,1.0,1.0,16.1,0.0,16.1,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,color_05439,color,settings,Light Blue,weak_error_visibility,medium,improve_error_state_visibility
8.0,1366.0,768.0,1049088.0,1.0,0.75,1.0,1.0,0.0,0.0,6.0,2.0,0.0,4.0,0.0,0.05719253294289898,0.01906417764763299,20.833333333333332,3.3870669054835956,8.0,801.0,2.0,10.0,36.0,231.0,11.270833333333334,4.0,3.0,0.0,1.0,1.0,15.72,0.0,15.72,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_05440,color,delete_confirmation,Purple,color_inconsistency,medium,standardize_action_color
8.0,390.0,844.0,329160.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,0.1519018106695832,0.06076072426783328,22.0,5.42481072744215,17.0,324.0,2.0,12.0,256.0,284.0,12.940476190476192,4.0,2.0,0.0,1.0,1.0,8.36,0.0,8.36,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_05441,color,delete_confirmation,Purple,same_color_different_actions,medium,differentiate_action_colors
15.0,412.0,915.0,376980.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,2.0,4.0,0.15915963711602737,0.18568624330203193,18.2,5.1406873729752,16.0,72.0,2.0,0.0,0.0,16.0,0.3200000000000003,4.0,2.0,0.0,1.0,1.0,15.64,0.0,15.64,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,color_05442,color,contact_form,Green,weak_error_visibility,medium,improve_error_state_visibility
8.0,1440.0,900.0,1296000.0,1.0,0.75,1.0,1.0,1.0,0.0,5.0,2.0,0.0,4.0,0.0,0.03858024691358025,0.0154320987654321,22.142857142857142,6.833291853200799,19.0,886.0,1.0,12.0,246.0,265.0,11.62962962962963,4.0,4.0,229.30547311392286,1.0,1.0,13.94,0.0,13.94,2.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_05443,color,reset_confirmation,Dark,same_color_different_actions,medium,differentiate_action_colors
8.0,1440.0,900.0,1296000.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,0.03858024691358025,0.0154320987654321,23.142857142857142,8.201542911089899,26.0,884.0,1.0,12.0,246.0,267.0,11.62962962962963,4.0,2.0,256.2928013035091,0.0,1.0050698090333692,7.58,0.0,7.58,3.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_05444,color,reset_confirmation,Green,color_inconsistency,medium,standardize_action_color
8.0,1024.0,1366.0,1398784.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,0.03574533308931186,0.014298133235724745,53.285714285714285,80.84149268027842,240.0,648.0,2.0,12.0,232.0,262.0,4.857142857142858,3.0,3.0,208.22583893455683,1.0,1.0,1.0,0.0,1.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_05445,color,delete_confirmation,Purple,same_color_different_actions,medium,differentiate_action_colors
8.0,430.0,932.0,400760.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,0.12476295039425092,0.04990518015770037,22.428571428571427,6.608590574983073,23.0,320.0,2.0,12.0,246.0,293.0,11.62962962962963,4.0,3.0,384.51527928029077,0.0,1.5079030560011402,16.1,0.0,16.1,3.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_05446,color,reset_confirmation,Light Blue,same_color_different_actions,medium,differentiate_action_colors
8.0,412.0,915.0,376980.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,0.13263303093002282,0.05305321237200913,24.285714285714285,12.406384136682968,41.0,354.0,3.0,12.0,246.0,283.0,11.62962962962963,4.0,3.0,381.051177665153,0.0,1.4943183437849137,15.72,0.0,15.72,3.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_05447,color,reset_confirmation,Purple,same_color_different_actions,medium,differentiate_action_colors
18.0,412.0,915.0,376980.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,9.0,0.0,2.0,4.0,0.15915963711602737,0.23873945567404106,18.235294117647058,5.56807508997611,21.0,48.0,5.0,0.0,0.0,26.0,0.5200000000000005,4.0,2.0,0.0,1.0,1.0,14.74,0.0,14.74,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,color_05448,color,settings,Orange,same_color_different_actions,medium,differentiate_action_colors
18.0,390.0,844.0,329160.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,9.0,0.0,2.0,4.0,0.18228217280349984,0.27342325920524974,18.375,7.096433963618629,23.0,40.0,4.0,0.0,0.0,5.0,0.10000000000000053,4.0,2.0,0.0,1.0,1.0,14.74,0.0,14.74,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,color_05449,color,settings,Orange,same_color_different_actions,medium,differentiate_action_colors
15.0,1920.0,1080.0,2073600.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,2.0,4.0,0.028935185185185182,0.03375771604938271,18.466666666666665,6.530611678004511,23.0,40.0,2.0,0.0,0.0,2.0,0.040000000000000036,4.0,2.0,0.0,1.0,1.0,14.709999999999999,0.0,14.709999999999999,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,color_05450,color,contact_form,Purple,same_color_different_actions,medium,differentiate_action_colors
11.0,1920.0,1080.0,2073600.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,3.0,2.0,0.024112654320987654,0.024112654320987654,21.1,5.048762224545736,17.0,852.0,4.0,10.0,26.0,46.0,9.620000000000001,4.0,2.0,241.4415043028021,0.0,0.9468294286384396,15.02,0.0,15.02,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,color_05451,color,login,Light Blue,same_color_different_actions,medium,differentiate_action_colors
8.0,412.0,915.0,376980.0,1.0,0.75,1.0,1.0,0.0,0.0,6.0,2.0,0.0,4.0,0.0,0.15915963711602737,0.05305321237200913,25.142857142857142,11.166641283350172,37.0,338.0,3.0,10.0,36.0,218.0,11.0,4.0,4.0,208.22583893455683,2.0,2.0,15.72,0.0,15.72,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_05452,color,delete_confirmation,Purple,weak_error_visibility,medium,improve_error_state_visibility
8.0,1366.0,768.0,1049088.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,3.0,0.0,0.047660444119082476,0.01906417764763299,21.0,3.9157800414902435,9.0,836.0,2.0,10.0,24.0,152.0,9.833333333333334,4.0,3.0,208.22583893455683,1.0,1.0,15.72,0.0,15.72,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,color_05453,color,reset_confirmation,Purple,weak_error_visibility,medium,improve_error_state_visibility
8.0,1366.0,768.0,1049088.0,1.0,0.75,1.0,1.0,0.0,0.0,6.0,2.0,0.0,4.0,0.0,0.05719253294289898,0.01906417764763299,17.142857142857142,8.025469660107508,23.0,809.0,1.0,10.0,36.0,196.0,10.541666666666668,4.0,2.0,0.0,1.0,1.0,15.72,0.0,15.72,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_05454,color,delete_confirmation,Purple,weak_error_visibility,medium,improve_error_state_visibility
8.0,1920.0,1080.0,2073600.0,1.0,0.75,1.0,1.0,0.0,0.0,6.0,2.0,0.0,4.0,0.0,0.028935185185185182,0.009645061728395061,36.714285714285715,40.72456010711923,122.0,1100.0,1.0,10.0,36.0,212.0,10.875,4.0,4.0,274.14229881577927,2.0,2.0,13.94,0.0,13.94,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_05455,color,delete_confirmation,Dark,weak_error_visibility,medium,improve_error_state_visibility
8.0,1024.0,1366.0,1398784.0,1.0,0.75,1.0,1.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,0.03574533308931186,0.014298133235724745,56.0,85.88197881810994,254.0,638.0,2.0,12.0,246.0,299.0,11.62962962962963,5.0,4.0,364.31167974688924,0.0,1.4286732539093696,13.94,0.0,13.94,3.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_05456,color,reset_confirmation,Dark,color_inconsistency,medium,standardize_action_color
8.0,1920.0,1080.0,2073600.0,1.0,0.75,1.0,1.0,0.0,0.0,6.0,2.0,0.0,4.0,0.0,0.028935185185185182,0.009645061728395061,33.57142857142857,28.11129484671924,85.0,1131.0,2.0,10.0,36.0,217.0,10.979166666666668,4.0,3.0,274.14229881577927,1.0,1.075067838493252,13.94,0.0,13.94,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_05457,color,delete_confirmation,Dark,same_color_different_actions,medium,differentiate_action_colors
8.0,390.0,844.0,329160.0,1.0,0.75,1.0,1.0,1.0,0.0,5.0,2.0,0.0,4.0,0.0,0.1519018106695832,0.06076072426783328,20.666666666666668,5.467073155618908,15.0,308.0,2.0,12.0,246.0,291.0,11.62962962962963,4.0,3.0,212.40998093310023,0.0,0.8329803173847068,15.72,0.0,15.72,2.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_05458,color,reset_confirmation,Purple,same_color_different_actions,medium,differentiate_action_colors
11.0,1366.0,768.0,1049088.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,2.0,0.047660444119082476,0.047660444119082476,20.3,6.1,19.0,591.0,1.0,0.0,0.0,20.0,0.39999999999999947,4.0,2.0,0.0,1.0,1.0,15.02,0.0,15.02,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,color_05459,color,login,Light Blue,weak_error_visibility,medium,improve_error_state_visibility
8.0,768.0,1024.0,786432.0,1.0,0.75,1.0,1.0,0.0,0.0,6.0,2.0,0.0,4.0,0.0,0.0762939453125,0.025431315104166668,27.285714285714285,18.88850206353277,60.0,498.0,1.0,10.0,36.0,187.0,10.354166666666668,5.0,2.0,244.92651959312204,0.0,0.9604961552671453,10.345,0.0,10.345,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,color_05460,color,delete_confirmation,Green,color_inconsistency,medium,standardize_action_color
15.0,430.0,932.0,400760.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,2.0,4.0,0.1497155404731011,0.1746681305519513,18.5,4.594251065967429,17.0,32.0,2.0,0.0,0.0,14.0,0.28000000000000025,4.0,2.0,0.0,1.0,1.0,17.01,0.0,17.01,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,color_05461,color,contact_form,Dark,color_inconsistency,medium,standardize_action_color
